geo_description,label,year,description,estimate,moe,se,cv
United States,HD01_VD02,2006,Estimate; Total (dollars):,27239,45.28,23.1,0.08
Rockingham ,HD01_VD08,2010,Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Total (dollars),24122,2595.06,1324.01,5.49
Rowan ,HD01_VD08,2010,Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Total (dollars),20892,2449.7,1249.85,5.98
Rutherford ,HD01_VD08,2010,Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Total (dollars),17065,3481.53,1776.29,10.41
Surry ,HD01_VD08,2010,Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Total (dollars),22362,4363.23,2226.14,9.96
Union ,HD01_VD08,2010,Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Total (dollars),25745,1367.83,697.87,2.71
Wake ,HD01_VD08,2010,Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Total (dollars),29972,1988.6,1014.59,3.39
Wayne ,HD01_VD08,2010,Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Total (dollars),22319,2187.57,1116.11,5
Wilkes ,HD01_VD08,2010,Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Total (dollars),20563,1857.53,947.72,4.61
Wilson ,HD01_VD08,2010,Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Total (dollars),22814,3884.26,1981.77,8.69
United States,HD01_VD09,2010,"Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",36551,77.45,39.52,0.11
North Carolina,HD01_VD09,2010,"Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",33188,718.47,366.57,1.1
Alamance ,HD01_VD09,2010,"Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",31830,2164.94,1104.56,3.47
Brunswick ,HD01_VD09,2010,"Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",32830,3697.19,1886.32,5.75
Buncombe ,HD01_VD09,2010,"Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",32126,1067.57,544.68,1.7
Burke ,HD01_VD09,2010,"Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",31183,2798.81,1427.96,4.58
Cabarrus ,HD01_VD09,2010,"Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",37437,4823.15,2460.79,6.57
Caldwell ,HD01_VD09,2010,"Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",31476,1894.47,966.57,3.07
Carteret ,HD01_VD09,2010,"Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",32763,3865.19,1972.04,6.02
Catawba ,HD01_VD09,2010,"Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",30203,1986.21,1013.37,3.36
Cleveland ,HD01_VD09,2010,"Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",29974,3561.36,1817.02,6.06
Craven ,HD01_VD09,2010,"Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",28220,5153.19,2629.18,9.32
Cumberland ,HD01_VD09,2010,"Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",30773,1503.66,767.17,2.49
Davidson ,HD01_VD09,2010,"Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",31861,1632.34,832.83,2.61
Durham ,HD01_VD09,2010,"Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",41397,1743.15,889.36,2.15
Forsyth ,HD01_VD09,2010,"Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",35617,1757.45,896.66,2.52
Gaston ,HD01_VD09,2010,"Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",33617,3436.26,1753.19,5.22
Guilford ,HD01_VD09,2010,"Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",32728,2385.36,1217.02,3.72
Harnett ,HD01_VD09,2010,"Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",29485,3539.91,1806.08,6.13
Henderson ,HD01_VD09,2010,"Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",37589,7265.7,3706.99,9.86
Iredell ,HD01_VD09,2010,"Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",32431,4936.34,2518.54,7.77
Johnston ,HD01_VD09,2010,"Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",31525,2112.51,1077.81,3.42
Lincoln ,HD01_VD09,2010,"Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",30480,4166.64,2125.84,6.97
Mecklenburg ,HD01_VD09,2010,"Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",38601,2297.19,1172.04,3.04
Moore ,HD01_VD09,2010,"Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",31765,6633.02,3384.19,10.65
Nash ,HD01_VD09,2010,"Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",35043,4359.66,2224.32,6.35
New Hanover ,HD01_VD09,2010,"Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",33066,2995.4,1528.27,4.62
Onslow ,HD01_VD09,2010,"Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",29112,3958.13,2019.45,6.94
Orange ,HD01_VD09,2010,"Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",45529,3634.04,1854.1,4.07
Pitt ,HD01_VD09,2010,"Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",35633,6572.26,3353.19,9.41
Randolph ,HD01_VD09,2010,"Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",26681,2922.72,1491.18,5.59
Robeson ,HD01_VD09,2010,"Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",25208,3841.36,1959.88,7.77
Rockingham ,HD01_VD09,2010,"Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",29948,2497.36,1274.16,4.25
Rowan ,HD01_VD09,2010,"Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",31003,2119.66,1081.46,3.49
Rutherford ,HD01_VD09,2010,"Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",25499,3308.77,1688.15,6.62
Surry ,HD01_VD09,2010,"Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",30646,3189.62,1627.36,5.31
Union ,HD01_VD09,2010,"Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",35343,3021.62,1541.64,4.36
Wake ,HD01_VD09,2010,"Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",41871,931.74,475.38,1.14
Wayne ,HD01_VD09,2010,"Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",30040,2176.85,1110.64,3.7
Wilkes ,HD01_VD09,2010,"Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",25368,2292.43,1169.61,4.61
Wilson ,HD01_VD09,2010,"Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Worked full-time, year-round in the past 12 months (dollars)",31513,2223.32,1134.35,3.6
United States,HD01_VD10,2010,Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Other (dollars),10047,39.32,20.06,0.2
North Carolina,HD01_VD10,2010,Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Other (dollars),9692,312.17,159.27,1.64
Alamance ,HD01_VD10,2010,Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Other (dollars),8209,3097.87,1580.55,19.25
Brunswick ,HD01_VD10,2010,Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Other (dollars),9921,3342.13,1705.17,17.19
Buncombe ,HD01_VD10,2010,Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Other (dollars),10265,1208.17,616.41,6
Burke ,HD01_VD10,2010,Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Other (dollars),9886,2205.45,1125.23,11.38
Cabarrus ,HD01_VD10,2010,Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Other (dollars),11615,2357.96,1203.04,10.36
Caldwell ,HD01_VD10,2010,Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Other (dollars),9402,2973.96,1517.33,16.14
Carteret ,HD01_VD10,2010,Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Other (dollars),10109,2606.98,1330.09,13.16
Catawba ,HD01_VD10,2010,Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Other (dollars),10507,1168.85,596.35,5.68
Cleveland ,HD01_VD10,2010,Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Other (dollars),6645,1404.77,716.72,10.79
Craven ,HD01_VD10,2010,Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Other (dollars),6612,1733.62,884.5,13.38
Cumberland ,HD01_VD10,2010,Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Other (dollars),8976,937.7,478.42,5.33
Davidson ,HD01_VD10,2010,Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Other (dollars),8609,3518.47,1795.14,20.85
Durham ,HD01_VD10,2010,Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Other (dollars),9169,1993.36,1017.02,11.09
Forsyth ,HD01_VD10,2010,Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Other (dollars),10095,1853.96,945.9,9.37
Gaston ,HD01_VD10,2010,Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Other (dollars),9780,1982.64,1011.55,10.34
Guilford ,HD01_VD10,2010,Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Other (dollars),10109,1133.11,578.12,5.72
Harnett ,HD01_VD10,2010,Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Other (dollars),5484,2189.96,1117.33,20.37
Henderson ,HD01_VD10,2010,Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Other (dollars),9246,3418.38,1744.07,18.86
Iredell ,HD01_VD10,2010,Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Other (dollars),10191,2305.53,1176.29,11.54
Johnston ,HD01_VD10,2010,Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Other (dollars),11225,1367.83,697.87,6.22
Lincoln ,HD01_VD10,2010,Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Other (dollars),11874,2929.87,1494.83,12.59
Mecklenburg ,HD01_VD10,2010,Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Other (dollars),10988,702.98,358.66,3.26
Moore ,HD01_VD10,2010,Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Other (dollars),6379,2981.11,1520.97,23.84
Nash ,HD01_VD10,2010,Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Other (dollars),10159,3408.85,1739.21,17.12
New Hanover ,HD01_VD10,2010,Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Other (dollars),9204,1229.62,627.36,6.82
Onslow ,HD01_VD10,2010,Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Other (dollars),9178,2091.06,1066.87,11.62
Orange ,HD01_VD10,2010,Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Other (dollars),6900,2398.47,1223.71,17.73
Pitt ,HD01_VD10,2010,Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Other (dollars),6858,1736,885.71,12.91
Randolph ,HD01_VD10,2010,Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Other (dollars),10861,1743.15,889.36,8.19
Robeson ,HD01_VD10,2010,Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Other (dollars),6505,1374.98,701.52,10.78
Rockingham ,HD01_VD10,2010,Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Other (dollars),11361,1560.85,796.35,7.01
Rowan ,HD01_VD10,2010,Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Other (dollars),9400,1575.15,803.65,8.55
Rutherford ,HD01_VD10,2010,Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Other (dollars),9154,4963.74,2532.52,27.67
Surry ,HD01_VD10,2010,Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Other (dollars),11735,3460.09,1765.35,15.04
Union ,HD01_VD10,2010,Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Other (dollars),10439,1398.81,713.68,6.84
Wake ,HD01_VD10,2010,Estimate; Median earnings in the past 12 months (in 2010 inflation-adjusted dollars) -- - Female -- - Other (dollars),10791,979.4,499.69,4.63
