geo_description,label,year,description,estimate,moe,se,cv
United States,HD01_VD01,2006,Estimate; Total:,225633342,31848.51,16249.24,0.01
Forsyth ,HD01_VD17,2008,Estimate; Male: - 25 to 34 years: - Bachelor's degree,4302,1162.89,593.31,13.79
Guilford ,HD01_VD17,2008,Estimate; Male: - 25 to 34 years: - Bachelor's degree,6473,1156.94,590.28,9.12
United States,HD01_VD18,2008,Estimate; Male: - 25 to 34 years: - Graduate or professional degree,1416453,23690.38,12086.93,0.85
North Carolina,HD01_VD18,2008,Estimate; Male: - 25 to 34 years: - Graduate or professional degree,37231,3349.28,1708.82,4.59
Durham ,HD01_VD18,2008,Estimate; Male: - 25 to 34 years: - Graduate or professional degree,3176,982.98,501.52,15.79
Forsyth ,HD01_VD18,2008,Estimate; Male: - 25 to 34 years: - Graduate or professional degree,1807,778.04,396.96,21.97
Guilford ,HD01_VD18,2008,Estimate; Male: - 25 to 34 years: - Graduate or professional degree,1869,904.34,461.4,24.69
United States,HD01_VD19,2008,Estimate; Male: - 35 to 44 years:,21426309,28956.77,14773.86,0.07
North Carolina,HD01_VD19,2008,Estimate; Male: - 35 to 44 years:,668517,7801.87,3980.55,0.6
Durham ,HD01_VD19,2008,Estimate; Male: - 35 to 44 years:,21833,772.09,393.92,1.8
Forsyth ,HD01_VD19,2008,Estimate; Male: - 35 to 44 years:,23520,725.62,370.21,1.57
Guilford ,HD01_VD19,2008,Estimate; Male: - 35 to 44 years:,33877,1174.81,599.39,1.77
United States,HD01_VD20,2008,Estimate; Male: - 35 to 44 years: - Less than 9th grade,1196805,24538.72,12519.76,1.05
North Carolina,HD01_VD20,2008,Estimate; Male: - 35 to 44 years: - Less than 9th grade,39907,4226.21,2156.23,5.4
Durham ,HD01_VD20,2008,Estimate; Male: - 35 to 44 years: - Less than 9th grade,2065,1199.83,612.16,29.64
Forsyth ,HD01_VD20,2008,Estimate; Male: - 35 to 44 years: - Less than 9th grade,1054,656.51,334.95,31.78
Guilford ,HD01_VD20,2008,Estimate; Male: - 35 to 44 years: - Less than 9th grade,1327,786.38,401.21,30.23
United States,HD01_VD21,2008,"Estimate; Male: - 35 to 44 years: - 9th to 12th grade, no diploma",1905722,31970.04,16311.24,0.86
North Carolina,HD01_VD21,2008,"Estimate; Male: - 35 to 44 years: - 9th to 12th grade, no diploma",64317,5476.09,2793.92,4.34
Durham ,HD01_VD21,2008,"Estimate; Male: - 35 to 44 years: - 9th to 12th grade, no diploma",1495,894.81,456.54,30.54
Forsyth ,HD01_VD21,2008,"Estimate; Male: - 35 to 44 years: - 9th to 12th grade, no diploma",1621,918.64,468.69,28.91
Guilford ,HD01_VD21,2008,"Estimate; Male: - 35 to 44 years: - 9th to 12th grade, no diploma",2257,1098.55,560.48,24.83
United States,HD01_VD22,2008,"Estimate; Male: - 35 to 44 years: - High school graduate, GED, or alternative",6114403,42157.28,21508.82,0.35
North Carolina,HD01_VD22,2008,"Estimate; Male: - 35 to 44 years: - High school graduate, GED, or alternative",196117,8417.87,4294.83,2.19
Durham ,HD01_VD22,2008,"Estimate; Male: - 35 to 44 years: - High school graduate, GED, or alternative",4737,1423.83,726.44,15.34
Forsyth ,HD01_VD22,2008,"Estimate; Male: - 35 to 44 years: - High school graduate, GED, or alternative",7665,1624,828.57,10.81
Guilford ,HD01_VD22,2008,"Estimate; Male: - 35 to 44 years: - High school graduate, GED, or alternative",8804,1758.64,897.27,10.19
United States,HD01_VD23,2008,"Estimate; Male: - 35 to 44 years: - Some college, no degree",4378426,36700.26,18724.62,0.43
North Carolina,HD01_VD23,2008,"Estimate; Male: - 35 to 44 years: - Some college, no degree",141935,6880.85,3510.64,2.47
Durham ,HD01_VD23,2008,"Estimate; Male: - 35 to 44 years: - Some college, no degree",3588,1120,571.43,15.93
Forsyth ,HD01_VD23,2008,"Estimate; Male: - 35 to 44 years: - Some college, no degree",4207,1273.7,649.85,15.45
Guilford ,HD01_VD23,2008,"Estimate; Male: - 35 to 44 years: - Some college, no degree",7786,1532.26,781.77,10.04
United States,HD01_VD24,2008,Estimate; Male: - 35 to 44 years: - Associate's degree,1572200,25251.23,12883.28,0.82
North Carolina,HD01_VD24,2008,Estimate; Male: - 35 to 44 years: - Associate's degree,50876,3954.55,2017.63,3.97
Durham ,HD01_VD24,2008,Estimate; Male: - 35 to 44 years: - Associate's degree,1703,847.15,432.22,25.38
Forsyth ,HD01_VD24,2008,Estimate; Male: - 35 to 44 years: - Associate's degree,1648,778.04,396.96,24.09
Guilford ,HD01_VD24,2008,Estimate; Male: - 35 to 44 years: - Associate's degree,2548,1199.83,612.16,24.03
United States,HD01_VD25,2008,Estimate; Male: - 35 to 44 years: - Bachelor's degree,4029271,37355.57,19058.96,0.47
North Carolina,HD01_VD25,2008,Estimate; Male: - 35 to 44 years: - Bachelor's degree,120502,6675.91,3406.08,2.83
Durham ,HD01_VD25,2008,Estimate; Male: - 35 to 44 years: - Bachelor's degree,3808,1191.49,607.9,15.96
Forsyth ,HD01_VD25,2008,Estimate; Male: - 35 to 44 years: - Bachelor's degree,5279,1588.26,810.34,15.35
Guilford ,HD01_VD25,2008,Estimate; Male: - 35 to 44 years: - Bachelor's degree,8087,1344,685.71,8.48
United States,HD01_VD26,2008,Estimate; Male: - 35 to 44 years: - Graduate or professional degree,2229482,30452.09,15536.78,0.7
North Carolina,HD01_VD26,2008,Estimate; Male: - 35 to 44 years: - Graduate or professional degree,54863,4353.7,2221.28,4.05
Durham ,HD01_VD26,2008,Estimate; Male: - 35 to 44 years: - Graduate or professional degree,4437,1279.66,652.89,14.71
Forsyth ,HD01_VD26,2008,Estimate; Male: - 35 to 44 years: - Graduate or professional degree,2046,722.04,368.39,18.01
Guilford ,HD01_VD26,2008,Estimate; Male: - 35 to 44 years: - Graduate or professional degree,3068,1031.83,526.44,17.16
United States,HD01_VD27,2008,Estimate; Male: - 45 to 64 years:,38140787,31964.09,16308.21,0.04
North Carolina,HD01_VD27,2008,Estimate; Male: - 45 to 64 years:,1142754,6174.3,3150.15,0.28
Durham ,HD01_VD27,2008,Estimate; Male: - 45 to 64 years:,28381,870.98,444.38,1.57
Forsyth ,HD01_VD27,2008,Estimate; Male: - 45 to 64 years:,43129,799.49,407.9,0.95
Guilford ,HD01_VD27,2008,Estimate; Male: - 45 to 64 years:,59021,1525.11,778.12,1.32
United States,HD01_VD28,2008,Estimate; Male: - 45 to 64 years: - Less than 9th grade,2067694,30442.55,15531.91,0.75
North Carolina,HD01_VD28,2008,Estimate; Male: - 45 to 64 years: - Less than 9th grade,59125,4500.26,2296.05,3.88
Durham ,HD01_VD28,2008,Estimate; Male: - 45 to 64 years: - Less than 9th grade,1e3,608.85,310.64,31.06
Forsyth ,HD01_VD28,2008,Estimate; Male: - 45 to 64 years: - Less than 9th grade,1852,947.23,483.28,26.1
Guilford ,HD01_VD28,2008,Estimate; Male: - 45 to 64 years: - Less than 9th grade,2705,1330.89,679.03,25.1
United States,HD01_VD29,2008,"Estimate; Male: - 45 to 64 years: - 9th to 12th grade, no diploma",2989842,34562.72,17634.04,0.59
North Carolina,HD01_VD29,2008,"Estimate; Male: - 45 to 64 years: - 9th to 12th grade, no diploma",118487,7119.15,3632.22,3.07
Durham ,HD01_VD29,2008,"Estimate; Male: - 45 to 64 years: - 9th to 12th grade, no diploma",2519,866.21,441.94,17.54
Forsyth ,HD01_VD29,2008,"Estimate; Male: - 45 to 64 years: - 9th to 12th grade, no diploma",2983,1021.11,520.97,17.46
Guilford ,HD01_VD29,2008,"Estimate; Male: - 45 to 64 years: - 9th to 12th grade, no diploma",4301,1472.68,751.37,17.47
United States,HD01_VD30,2008,"Estimate; Male: - 45 to 64 years: - High school graduate, GED, or alternative",10757520,51534.3,26293.01,0.24
North Carolina,HD01_VD30,2008,"Estimate; Male: - 45 to 64 years: - High school graduate, GED, or alternative",320611,10651.91,5434.65,1.7
Durham ,HD01_VD30,2008,"Estimate; Male: - 45 to 64 years: - High school graduate, GED, or alternative",5909,1241.53,633.43,10.72
Forsyth ,HD01_VD30,2008,"Estimate; Male: - 45 to 64 years: - High school graduate, GED, or alternative",11545,1612.09,822.49,7.12
Guilford ,HD01_VD30,2008,"Estimate; Male: - 45 to 64 years: - High school graduate, GED, or alternative",16035,2111.32,1077.2,6.72
United States,HD01_VD31,2008,"Estimate; Male: - 45 to 64 years: - Some college, no degree",8045976,46565.79,23758.06,0.3
North Carolina,HD01_VD31,2008,"Estimate; Male: - 45 to 64 years: - Some college, no degree",230407,9023.15,4603.65,2
Durham ,HD01_VD31,2008,"Estimate; Male: - 45 to 64 years: - Some college, no degree",5226,1129.53,576.29,11.03
Forsyth ,HD01_VD31,2008,"Estimate; Male: - 45 to 64 years: - Some college, no degree",8010,1670.47,852.28,10.64
Guilford ,HD01_VD31,2008,"Estimate; Male: - 45 to 64 years: - Some college, no degree",12334,1923.06,981.15,7.95
United States,HD01_VD32,2008,Estimate; Male: - 45 to 64 years: - Associate's degree,2784692,26445.11,13492.4,0.48
North Carolina,HD01_VD32,2008,Estimate; Male: - 45 to 64 years: - Associate's degree,98114,5260.43,2683.89,2.74
Durham ,HD01_VD32,2008,Estimate; Male: - 45 to 64 years: - Associate's degree,2036,638.64,325.84,16
Forsyth ,HD01_VD32,2008,Estimate; Male: - 45 to 64 years: - Associate's degree,2826,967.49,493.62,17.47
Guilford ,HD01_VD32,2008,Estimate; Male: - 45 to 64 years: - Associate's degree,3323,938.89,479.03,14.42
United States,HD01_VD33,2008,Estimate; Male: - 45 to 64 years: - Bachelor's degree,6780700,43415.49,22150.76,0.33
North Carolina,HD01_VD33,2008,Estimate; Male: - 45 to 64 years: - Bachelor's degree,193908,7448,3800,1.96
Durham ,HD01_VD33,2008,Estimate; Male: - 45 to 64 years: - Bachelor's degree,5111,1077.11,549.55,10.75
Forsyth ,HD01_VD33,2008,Estimate; Male: - 45 to 64 years: - Bachelor's degree,9604,1615.66,824.32,8.58
Guilford ,HD01_VD33,2008,Estimate; Male: - 45 to 64 years: - Bachelor's degree,12966,1625.19,829.18,6.4
United States,HD01_VD34,2008,Estimate; Male: - 45 to 64 years: - Graduate or professional degree,4714363,38965.28,19880.24,0.42
North Carolina,HD01_VD34,2008,Estimate; Male: - 45 to 64 years: - Graduate or professional degree,122102,5924.09,3022.49,2.48
Durham ,HD01_VD34,2008,Estimate; Male: - 45 to 64 years: - Graduate or professional degree,6580,1264.17,644.98,9.8
Forsyth ,HD01_VD34,2008,Estimate; Male: - 45 to 64 years: - Graduate or professional degree,6309,1199.83,612.16,9.7
Guilford ,HD01_VD34,2008,Estimate; Male: - 45 to 64 years: - Graduate or professional degree,7357,1512,771.43,10.49
United States,HD01_VD35,2008,Estimate; Male: - 65 years and over:,16421811,11961.36,6102.73,0.04
North Carolina,HD01_VD35,2008,Estimate; Male: - 65 years and over:,470462,2181.62,1113.07,0.24
Durham ,HD01_VD35,2008,Estimate; Male: - 65 years and over:,9712,221.62,113.07,1.16
Forsyth ,HD01_VD35,2008,Estimate; Male: - 65 years and over:,17473,339.57,173.25,0.99
Guilford ,HD01_VD35,2008,Estimate; Male: - 65 years and over:,23436,768.51,392.1,1.67
United States,HD01_VD36,2008,Estimate; Male: - 65 years and over: - Less than 9th grade,1984087,24755.57,12630.39,0.64
North Carolina,HD01_VD36,2008,Estimate; Male: - 65 years and over: - Less than 9th grade,66098,4012.94,2047.42,3.1
Durham ,HD01_VD36,2008,Estimate; Male: - 65 years and over: - Less than 9th grade,1012,545.7,278.42,27.51
Forsyth ,HD01_VD36,2008,Estimate; Male: - 65 years and over: - Less than 9th grade,1696,629.11,320.97,18.93
Guilford ,HD01_VD36,2008,Estimate; Male: - 65 years and over: - Less than 9th grade,3006,916.26,467.48,15.55
United States,HD01_VD37,2008,"Estimate; Male: - 65 years and over: - 9th to 12th grade, no diploma",1818065,18339.4,9356.84,0.51
North Carolina,HD01_VD37,2008,"Estimate; Male: - 65 years and over: - 9th to 12th grade, no diploma",64636,4757.62,2427.36,3.76
Durham ,HD01_VD37,2008,"Estimate; Male: - 65 years and over: - 9th to 12th grade, no diploma",827,475.4,242.55,29.33
Forsyth ,HD01_VD37,2008,"Estimate; Male: - 65 years and over: - 9th to 12th grade, no diploma",2349,730.38,372.64,15.86
Guilford ,HD01_VD37,2008,"Estimate; Male: - 65 years and over: - 9th to 12th grade, no diploma",2255,613.62,313.07,13.88
United States,HD01_VD38,2008,"Estimate; Male: - 65 years and over: - High school graduate, GED, or alternative",4816698,28222.81,14399.39,0.3
North Carolina,HD01_VD38,2008,"Estimate; Male: - 65 years and over: - High school graduate, GED, or alternative",131136,5781.11,2949.55,2.25
Durham ,HD01_VD38,2008,"Estimate; Male: - 65 years and over: - High school graduate, GED, or alternative",2761,837.62,427.36,15.48
Forsyth ,HD01_VD38,2008,"Estimate; Male: - 65 years and over: - High school graduate, GED, or alternative",5675,888.85,453.49,7.99
Guilford ,HD01_VD38,2008,"Estimate; Male: - 65 years and over: - High school graduate, GED, or alternative",5766,1291.57,658.96,11.43
United States,HD01_VD39,2008,"Estimate; Male: - 65 years and over: - Some college, no degree",2883451,25943.49,13236.47,0.46
North Carolina,HD01_VD39,2008,"Estimate; Male: - 65 years and over: - Some college, no degree",78660,3965.28,2023.1,2.57
Durham ,HD01_VD39,2008,"Estimate; Male: - 65 years and over: - Some college, no degree",696,455.15,232.22,33.36
Forsyth ,HD01_VD39,2008,"Estimate; Male: - 65 years and over: - Some college, no degree",3208,874.55,446.2,13.91
Guilford ,HD01_VD39,2008,"Estimate; Male: - 65 years and over: - Some college, no degree",4157,1058.04,539.82,12.99
United States,HD01_VD40,2008,Estimate; Male: - 65 years and over: - Associate's degree,616784,13424.51,6849.24,1.11
North Carolina,HD01_VD40,2008,Estimate; Male: - 65 years and over: - Associate's degree,16503,1856.34,947.11,5.74
Durham ,HD01_VD40,2008,Estimate; Male: - 65 years and over: - Associate's degree,398,312.17,159.27,40.02
Forsyth ,HD01_VD40,2008,Estimate; Male: - 65 years and over: - Associate's degree,390,328.85,167.78,43.02
Guilford ,HD01_VD40,2008,Estimate; Male: - 65 years and over: - Associate's degree,1035,618.38,315.5,30.48
United States,HD01_VD41,2008,Estimate; Male: - 65 years and over: - Bachelor's degree,2255984,25709.96,13117.33,0.58
North Carolina,HD01_VD41,2008,Estimate; Male: - 65 years and over: - Bachelor's degree,64751,4012.94,2047.42,3.16
Durham ,HD01_VD41,2008,Estimate; Male: - 65 years and over: - Bachelor's degree,1455,664.85,339.21,23.31
Forsyth ,HD01_VD41,2008,Estimate; Male: - 65 years and over: - Bachelor's degree,1908,623.15,317.93,16.66
Guilford ,HD01_VD41,2008,Estimate; Male: - 65 years and over: - Bachelor's degree,5144,1060.43,541.04,10.52
United States,HD01_VD42,2008,Estimate; Male: - 65 years and over: - Graduate or professional degree,2046742,22016.34,11232.83,0.55
North Carolina,HD01_VD42,2008,Estimate; Male: - 65 years and over: - Graduate or professional degree,48678,3609.02,1841.34,3.78
Durham ,HD01_VD42,2008,Estimate; Male: - 65 years and over: - Graduate or professional degree,2563,699.4,356.84,13.92
Forsyth ,HD01_VD42,2008,Estimate; Male: - 65 years and over: - Graduate or professional degree,2247,627.91,320.36,14.26
Guilford ,HD01_VD42,2008,Estimate; Male: - 65 years and over: - Graduate or professional degree,2073,646.98,330.09,15.92
United States,HD01_VD43,2008,Estimate; Female:,118127871,26807.32,13677.2,0.01
North Carolina,HD01_VD43,2008,Estimate; Female:,3618706,4489.53,2290.58,0.06
Durham ,HD01_VD43,2008,Estimate; Female:,103348,487.32,248.63,0.24
Forsyth ,HD01_VD43,2008,Estimate; Female:,136858,302.64,154.41,0.11
Guilford ,HD01_VD43,2008,Estimate; Female:,190175,693.45,353.8,0.19
United States,HD01_VD44,2008,Estimate; Female: - 18 to 24 years:,14618239,34416.17,17559.27,0.12
North Carolina,HD01_VD44,2008,Estimate; Female: - 18 to 24 years:,427574,5937.19,3029.18,0.71
Durham ,HD01_VD44,2008,Estimate; Female: - 18 to 24 years:,14531,700.6,357.45,2.46
Forsyth ,HD01_VD44,2008,Estimate; Female: - 18 to 24 years:,16508,407.49,207.9,1.26
Guilford ,HD01_VD44,2008,Estimate; Female: - 18 to 24 years:,26646,257.36,131.31,0.49
United States,HD01_VD45,2008,Estimate; Female: - 18 to 24 years: - Less than 9th grade,278146,11016.51,5620.67,2.02
North Carolina,HD01_VD45,2008,Estimate; Female: - 18 to 24 years: - Less than 9th grade,12698,2291.23,1168.99,9.21
Durham ,HD01_VD45,2008,Estimate; Female: - 18 to 24 years: - Less than 9th grade,209,285.96,145.9,69.81
Forsyth ,HD01_VD45,2008,Estimate; Female: - 18 to 24 years: - Less than 9th grade,553,389.62,198.79,35.95
Guilford ,HD01_VD45,2008,Estimate; Female: - 18 to 24 years: - Less than 9th grade,743,643.4,328.27,44.18
United States,HD01_VD46,2008,"Estimate; Female: - 18 to 24 years: - 9th to 12th grade, no diploma",1809540,30807.15,15717.93,0.87
North Carolina,HD01_VD46,2008,"Estimate; Female: - 18 to 24 years: - 9th to 12th grade, no diploma",54251,4818.38,2458.36,4.53
Durham ,HD01_VD46,2008,"Estimate; Female: - 18 to 24 years: - 9th to 12th grade, no diploma",906,626.72,319.76,35.29
Forsyth ,HD01_VD46,2008,"Estimate; Female: - 18 to 24 years: - 9th to 12th grade, no diploma",1818,785.19,400.61,22.04
Guilford ,HD01_VD46,2008,"Estimate; Female: - 18 to 24 years: - 9th to 12th grade, no diploma",2399,1058.04,539.82,22.5
United States,HD01_VD47,2008,"Estimate; Female: - 18 to 24 years: - High school graduate, GED, or alternative",4079313,46468.09,23708.21,0.58
North Carolina,HD01_VD47,2008,"Estimate; Female: - 18 to 24 years: - High school graduate, GED, or alternative",113958,6870.13,3505.17,3.08
Durham ,HD01_VD47,2008,"Estimate; Female: - 18 to 24 years: - High school graduate, GED, or alternative",1888,1582.3,807.3,42.76
Forsyth ,HD01_VD47,2008,"Estimate; Female: - 18 to 24 years: - High school graduate, GED, or alternative",5097,1128.34,575.68,11.29
Guilford ,HD01_VD47,2008,"Estimate; Female: - 18 to 24 years: - High school graduate, GED, or alternative",6178,1680,857.14,13.87
United States,HD01_VD48,2008,"Estimate; Female: - 18 to 24 years: - Some college, no degree",6037345,50059.23,25540.42,0.42
North Carolina,HD01_VD48,2008,"Estimate; Female: - 18 to 24 years: - Some college, no degree",180506,7728,3942.86,2.18
Durham ,HD01_VD48,2008,"Estimate; Female: - 18 to 24 years: - Some college, no degree",9271,3947.4,2013.98,21.72
Forsyth ,HD01_VD48,2008,"Estimate; Female: - 18 to 24 years: - Some college, no degree",6676,1310.64,668.69,10.02
Guilford ,HD01_VD48,2008,"Estimate; Female: - 18 to 24 years: - Some college, no degree",13874,1924.26,981.77,7.08
United States,HD01_VD49,2008,Estimate; Female: - 18 to 24 years: - Associate's degree,788844,18286.98,9330.09,1.18
North Carolina,HD01_VD49,2008,Estimate; Female: - 18 to 24 years: - Associate's degree,21092,2618.89,1336.17,6.33
Durham ,HD01_VD49,2008,Estimate; Female: - 18 to 24 years: - Associate's degree,198,372.94,190.28,96.1
Forsyth ,HD01_VD49,2008,Estimate; Female: - 18 to 24 years: - Associate's degree,249,249.02,127.05,51.02
Guilford ,HD01_VD49,2008,Estimate; Female: - 18 to 24 years: - Associate's degree,435,324.09,165.35,38.01
United States,HD01_VD50,2008,Estimate; Female: - 18 to 24 years: - Bachelor's degree,1513774,26414.13,13476.6,0.89
North Carolina,HD01_VD50,2008,Estimate; Female: - 18 to 24 years: - Bachelor's degree,43385,4642.04,2368.39,5.46
Durham ,HD01_VD50,2008,Estimate; Female: - 18 to 24 years: - Bachelor's degree,2023,2263.83,1155.02,57.09
Forsyth ,HD01_VD50,2008,Estimate; Female: - 18 to 24 years: - Bachelor's degree,2079,881.7,449.85,21.64
Guilford ,HD01_VD50,2008,Estimate; Female: - 18 to 24 years: - Bachelor's degree,2916,844.77,431.01,14.78
United States,HD01_VD51,2008,Estimate; Female: - 18 to 24 years: - Graduate or professional degree,111277,7511.15,3832.22,3.44
