geo_description,label,year,description,estimate,moe,se,cv
Forsyth ,HC01_EST_VC01,2006,Total; Estimate; Total population,332355,NA,NA,NA
Forsyth ,HC01_EST_VC10,2016,Total; Estimate; AGE - 35 to 39 years,6.7,0.6,0.31,4.63
Forsyth ,HC02_EST_VC10,2016,Male; Estimate; AGE - 35 to 39 years,6.6,0.95,0.48,7.27
Forsyth ,HC03_EST_VC10,2016,Female; Estimate; AGE - 35 to 39 years,6.7,0.83,0.42,6.27
Forsyth ,HC01_EST_VC11,2016,Total; Estimate; AGE - 40 to 44 years,5.5,0.6,0.31,5.64
Forsyth ,HC02_EST_VC11,2016,Male; Estimate; AGE - 40 to 44 years,5.4,0.95,0.48,8.89
Forsyth ,HC03_EST_VC11,2016,Female; Estimate; AGE - 40 to 44 years,5.6,0.83,0.42,7.5
Forsyth ,HC01_EST_VC12,2016,Total; Estimate; AGE - 45 to 49 years,6.7,0.12,0.06,0.9
Forsyth ,HC02_EST_VC12,2016,Male; Estimate; AGE - 45 to 49 years,6.8,0.12,0.06,0.88
Forsyth ,HC03_EST_VC12,2016,Female; Estimate; AGE - 45 to 49 years,6.6,0.12,0.06,0.91
Forsyth ,HC01_EST_VC13,2016,Total; Estimate; AGE - 50 to 54 years,7,0.12,0.06,0.86
Forsyth ,HC02_EST_VC13,2016,Male; Estimate; AGE - 50 to 54 years,7,0.24,0.12,1.71
Forsyth ,HC03_EST_VC13,2016,Female; Estimate; AGE - 50 to 54 years,6.9,0.12,0.06,0.87
Forsyth ,HC01_EST_VC14,2016,Total; Estimate; AGE - 55 to 59 years,6.9,0.6,0.31,4.49
Forsyth ,HC02_EST_VC14,2016,Male; Estimate; AGE - 55 to 59 years,7.2,0.83,0.42,5.83
Forsyth ,HC03_EST_VC14,2016,Female; Estimate; AGE - 55 to 59 years,6.6,0.71,0.36,5.45
Forsyth ,HC01_EST_VC15,2016,Total; Estimate; AGE - 60 to 64 years,6.2,0.6,0.31,5
Forsyth ,HC02_EST_VC15,2016,Male; Estimate; AGE - 60 to 64 years,5.7,0.83,0.42,7.37
Forsyth ,HC03_EST_VC15,2016,Female; Estimate; AGE - 60 to 64 years,6.7,0.71,0.36,5.37
Forsyth ,HC01_EST_VC16,2016,Total; Estimate; AGE - 65 to 69 years,5.1,0.48,0.24,4.71
Forsyth ,HC02_EST_VC16,2016,Male; Estimate; AGE - 65 to 69 years,5.2,0.6,0.31,5.96
Forsyth ,HC03_EST_VC16,2016,Female; Estimate; AGE - 65 to 69 years,5.1,0.6,0.31,6.08
Forsyth ,HC01_EST_VC17,2016,Total; Estimate; AGE - 70 to 74 years,3.6,0.36,0.18,5
Forsyth ,HC02_EST_VC17,2016,Male; Estimate; AGE - 70 to 74 years,3,0.6,0.31,10.33
Forsyth ,HC03_EST_VC17,2016,Female; Estimate; AGE - 70 to 74 years,4.1,0.6,0.31,7.56
Forsyth ,HC01_EST_VC18,2016,Total; Estimate; AGE - 75 to 79 years,2.7,0.36,0.18,6.67
Forsyth ,HC02_EST_VC18,2016,Male; Estimate; AGE - 75 to 79 years,2.2,0.48,0.24,10.91
Forsyth ,HC03_EST_VC18,2016,Female; Estimate; AGE - 75 to 79 years,3.2,0.48,0.24,7.5
Forsyth ,HC01_EST_VC19,2016,Total; Estimate; AGE - 80 to 84 years,2,0.36,0.18,9
Forsyth ,HC02_EST_VC19,2016,Male; Estimate; AGE - 80 to 84 years,1.7,0.48,0.24,14.12
Forsyth ,HC03_EST_VC19,2016,Female; Estimate; AGE - 80 to 84 years,2.2,0.48,0.24,10.91
Forsyth ,HC01_EST_VC20,2016,Total; Estimate; AGE - 85 years and over,1.6,0.36,0.18,11.25
Forsyth ,HC02_EST_VC20,2016,Male; Estimate; AGE - 85 years and over,1.2,0.36,0.18,15
Forsyth ,HC03_EST_VC20,2016,Female; Estimate; AGE - 85 years and over,1.9,0.48,0.24,12.63
Forsyth ,HC01_EST_VC23,2016,Total; Estimate; SELECTED AGE CATEGORIES - 5 to 14 years,13.3,0.12,0.06,0.45
Forsyth ,HC02_EST_VC23,2016,Male; Estimate; SELECTED AGE CATEGORIES - 5 to 14 years,14.4,0.36,0.18,1.25
Forsyth ,HC03_EST_VC23,2016,Female; Estimate; SELECTED AGE CATEGORIES - 5 to 14 years,12.4,0.12,0.06,0.48
Forsyth ,HC01_EST_VC24,2016,Total; Estimate; SELECTED AGE CATEGORIES - 15 to 17 years,4.1,0.12,0.06,1.46
Forsyth ,HC02_EST_VC24,2016,Male; Estimate; SELECTED AGE CATEGORIES - 15 to 17 years,4.4,0.12,0.06,1.36
Forsyth ,HC03_EST_VC24,2016,Female; Estimate; SELECTED AGE CATEGORIES - 15 to 17 years,3.8,0.12,0.06,1.58
Forsyth ,HC01_EST_VC25,2016,Total; Estimate; SELECTED AGE CATEGORIES - 18 to 24 years,9.8,0.12,0.06,0.61
Forsyth ,HC02_EST_VC25,2016,Male; Estimate; SELECTED AGE CATEGORIES - 18 to 24 years,9.8,0.24,0.12,1.22
Forsyth ,HC03_EST_VC25,2016,Female; Estimate; SELECTED AGE CATEGORIES - 18 to 24 years,9.7,0.12,0.06,0.62
Forsyth ,HC01_EST_VC26,2016,Total; Estimate; SELECTED AGE CATEGORIES - 15 to 44 years,38.8,0.12,0.06,0.15
Forsyth ,HC02_EST_VC26,2016,Male; Estimate; SELECTED AGE CATEGORIES - 15 to 44 years,39.1,0.24,0.12,0.31
Forsyth ,HC03_EST_VC26,2016,Female; Estimate; SELECTED AGE CATEGORIES - 15 to 44 years,38.6,0.24,0.12,0.31
Forsyth ,HC01_EST_VC27,2016,Total; Estimate; SELECTED AGE CATEGORIES - 16 years and over,79.2,0.36,0.18,0.23
Forsyth ,HC02_EST_VC27,2016,Male; Estimate; SELECTED AGE CATEGORIES - 16 years and over,77.7,0.48,0.24,0.31
Forsyth ,HC03_EST_VC27,2016,Female; Estimate; SELECTED AGE CATEGORIES - 16 years and over,80.6,0.48,0.24,0.3
Forsyth ,HC01_EST_VC28,2016,Total; Estimate; SELECTED AGE CATEGORIES - 18 years and over,76.5,0.12,0.06,0.08
Forsyth ,HC02_EST_VC28,2016,Male; Estimate; SELECTED AGE CATEGORIES - 18 years and over,74.7,0.24,0.12,0.16
Forsyth ,HC03_EST_VC28,2016,Female; Estimate; SELECTED AGE CATEGORIES - 18 years and over,78.1,0.12,0.06,0.08
Forsyth ,HC01_EST_VC29,2016,Total; Estimate; SELECTED AGE CATEGORIES - 60 years and over,21.2,0.6,0.31,1.46
Forsyth ,HC02_EST_VC29,2016,Male; Estimate; SELECTED AGE CATEGORIES - 60 years and over,19,0.83,0.42,2.21
Forsyth ,HC03_EST_VC29,2016,Female; Estimate; SELECTED AGE CATEGORIES - 60 years and over,23.3,0.71,0.36,1.55
Forsyth ,HC01_EST_VC30,2016,Total; Estimate; SELECTED AGE CATEGORIES - 62 years and over,18.4,0.48,0.24,1.3
Forsyth ,HC02_EST_VC30,2016,Male; Estimate; SELECTED AGE CATEGORIES - 62 years and over,16.1,0.71,0.36,2.24
Forsyth ,HC03_EST_VC30,2016,Female; Estimate; SELECTED AGE CATEGORIES - 62 years and over,20.4,0.6,0.31,1.52
Forsyth ,HC01_EST_VC31,2016,Total; Estimate; SELECTED AGE CATEGORIES - 65 years and over,15,0.12,0.06,0.4
Forsyth ,HC02_EST_VC31,2016,Male; Estimate; SELECTED AGE CATEGORIES - 65 years and over,13.3,0.24,0.12,0.9
Forsyth ,HC03_EST_VC31,2016,Female; Estimate; SELECTED AGE CATEGORIES - 65 years and over,16.5,0.12,0.06,0.36
Forsyth ,HC01_EST_VC32,2016,Total; Estimate; SELECTED AGE CATEGORIES - 75 years and over,6.3,0.12,0.06,0.95
Forsyth ,HC02_EST_VC32,2016,Male; Estimate; SELECTED AGE CATEGORIES - 75 years and over,5.1,0.12,0.06,1.18
Forsyth ,HC03_EST_VC32,2016,Female; Estimate; SELECTED AGE CATEGORIES - 75 years and over,7.3,0.12,0.06,0.82
Forsyth ,HC01_EST_VC35,2016,Total; Estimate; SUMMARY INDICATORS - Median age (years),38,0.6,0.31,0.82
Forsyth ,HC02_EST_VC35,2016,Male; Estimate; SUMMARY INDICATORS - Median age (years),36.3,0.71,0.36,0.99
Forsyth ,HC03_EST_VC35,2016,Female; Estimate; SUMMARY INDICATORS - Median age (years),39.4,0.6,0.31,0.79
Forsyth ,HC01_EST_VC36,2016,Total; Estimate; SUMMARY INDICATORS - Sex ratio (males per 100 females),90.8,0.71,0.36,0.4
Forsyth ,HC02_EST_VC36,2016,Male; Estimate; SUMMARY INDICATORS - Sex ratio (males per 100 females),NA,NA,NA,NA
Forsyth ,HC03_EST_VC36,2016,Female; Estimate; SUMMARY INDICATORS - Sex ratio (males per 100 females),NA,NA,NA,NA
Forsyth ,HC01_EST_VC37,2016,Total; Estimate; SUMMARY INDICATORS - Age dependency ratio,62.6,0.6,0.31,0.5
Forsyth ,HC02_EST_VC37,2016,Male; Estimate; SUMMARY INDICATORS - Age dependency ratio,NA,NA,NA,NA
Forsyth ,HC03_EST_VC37,2016,Female; Estimate; SUMMARY INDICATORS - Age dependency ratio,NA,NA,NA,NA
Forsyth ,HC01_EST_VC38,2016,Total; Estimate; SUMMARY INDICATORS - Old-age dependency ratio,24.4,0.36,0.18,0.74
Forsyth ,HC02_EST_VC38,2016,Male; Estimate; SUMMARY INDICATORS - Old-age dependency ratio,NA,NA,NA,NA
Forsyth ,HC03_EST_VC38,2016,Female; Estimate; SUMMARY INDICATORS - Old-age dependency ratio,NA,NA,NA,NA
Forsyth ,HC01_EST_VC39,2016,Total; Estimate; SUMMARY INDICATORS - Child dependency ratio,38.2,0.36,0.18,0.47
Forsyth ,HC02_EST_VC39,2016,Male; Estimate; SUMMARY INDICATORS - Child dependency ratio,NA,NA,NA,NA
Forsyth ,HC03_EST_VC39,2016,Female; Estimate; SUMMARY INDICATORS - Child dependency ratio,NA,NA,NA,NA
Forsyth ,HC01_EST_VC42,2016,Total; Estimate; PERCENT ALLOCATED - Sex,0.1,NA,NA,NA
Forsyth ,HC02_EST_VC42,2016,Male; Estimate; PERCENT ALLOCATED - Sex,NA,NA,NA,NA
Forsyth ,HC03_EST_VC42,2016,Female; Estimate; PERCENT ALLOCATED - Sex,NA,NA,NA,NA
Forsyth ,HC01_EST_VC43,2016,Total; Estimate; PERCENT ALLOCATED - Age,1.2,NA,NA,NA
Forsyth ,HC02_EST_VC43,2016,Male; Estimate; PERCENT ALLOCATED - Age,NA,NA,NA,NA
Forsyth ,HC03_EST_VC43,2016,Female; Estimate; PERCENT ALLOCATED - Age,NA,NA,NA,NA
Forsyth ,HC01_EST_VC01,2017,Total; Estimate; Total population,376320,NA,NA,NA
Forsyth ,HC02_EST_VC01,2017,Percent; Estimate; Total population,NA,NA,NA,NA
Forsyth ,HC03_EST_VC01,2017,Male; Estimate; Total population,179082,624.34,318.54,0.18
Forsyth ,HC04_EST_VC01,2017,Percent Male; Estimate; Total population,NA,NA,NA,NA
Forsyth ,HC05_EST_VC01,2017,Female; Estimate; Total population,197238,624.34,318.54,0.16
Forsyth ,HC06_EST_VC01,2017,Percent Female; Estimate; Total population,NA,NA,NA,NA
Forsyth ,HC01_EST_VC03,2017,Total; Estimate; AGE - Under 5 years,22642,102.47,52.28,0.23
Forsyth ,HC02_EST_VC03,2017,Percent; Estimate; AGE - Under 5 years,6,0.12,0.06,1
Forsyth ,HC03_EST_VC03,2017,Male; Estimate; AGE - Under 5 years,11667,260.94,133.13,1.14
Forsyth ,HC04_EST_VC03,2017,Percent Male; Estimate; AGE - Under 5 years,6.5,0.12,0.06,0.92
Forsyth ,HC05_EST_VC03,2017,Female; Estimate; AGE - Under 5 years,10975,254.98,130.09,1.19
Forsyth ,HC06_EST_VC03,2017,Percent Female; Estimate; AGE - Under 5 years,5.6,0.12,0.06,1.07
Forsyth ,HC01_EST_VC04,2017,Total; Estimate; AGE - 5 to 9 years,26879,2591.49,1322.19,4.92
Forsyth ,HC02_EST_VC04,2017,Percent; Estimate; AGE - 5 to 9 years,7.1,0.71,0.36,5.07
Forsyth ,HC03_EST_VC04,2017,Male; Estimate; AGE - 5 to 9 years,13608,1570.38,801.21,5.89
Forsyth ,HC04_EST_VC04,2017,Percent Male; Estimate; AGE - 5 to 9 years,7.6,0.83,0.42,5.53
Forsyth ,HC05_EST_VC04,2017,Female; Estimate; AGE - 5 to 9 years,13271,1796.77,916.72,6.91
Forsyth ,HC06_EST_VC04,2017,Percent Female; Estimate; AGE - 5 to 9 years,6.7,0.95,0.48,7.16
Forsyth ,HC01_EST_VC05,2017,Total; Estimate; AGE - 10 to 14 years,22615,2615.32,1334.35,5.9
Forsyth ,HC02_EST_VC05,2017,Percent; Estimate; AGE - 10 to 14 years,6,0.71,0.36,6
Forsyth ,HC03_EST_VC05,2017,Male; Estimate; AGE - 10 to 14 years,11595,1571.57,801.82,6.92
Forsyth ,HC04_EST_VC05,2017,Percent Male; Estimate; AGE - 10 to 14 years,6.5,0.83,0.42,6.46
Forsyth ,HC05_EST_VC05,2017,Female; Estimate; AGE - 10 to 14 years,11020,1803.91,920.36,8.35
Forsyth ,HC06_EST_VC05,2017,Percent Female; Estimate; AGE - 10 to 14 years,5.6,0.95,0.48,8.57
Forsyth ,HC01_EST_VC06,2017,Total; Estimate; AGE - 15 to 19 years,27077,938.89,479.03,1.77
Forsyth ,HC02_EST_VC06,2017,Percent; Estimate; AGE - 15 to 19 years,7.2,0.24,0.12,1.67
Forsyth ,HC03_EST_VC06,2017,Male; Estimate; AGE - 15 to 19 years,13665,885.28,451.67,3.31
Forsyth ,HC04_EST_VC06,2017,Percent Male; Estimate; AGE - 15 to 19 years,7.6,0.48,0.24,3.16
Forsyth ,HC05_EST_VC06,2017,Female; Estimate; AGE - 15 to 19 years,13412,312.17,159.27,1.19
Forsyth ,HC06_EST_VC06,2017,Percent Female; Estimate; AGE - 15 to 19 years,6.8,0.12,0.06,0.88
Forsyth ,HC01_EST_VC07,2017,Total; Estimate; AGE - 20 to 24 years,24614,793.53,404.86,1.64
Forsyth ,HC02_EST_VC07,2017,Percent; Estimate; AGE - 20 to 24 years,6.5,0.24,0.12,1.85
Forsyth ,HC03_EST_VC07,2017,Male; Estimate; AGE - 20 to 24 years,11840,736.34,375.68,3.17
Forsyth ,HC04_EST_VC07,2017,Percent Male; Estimate; AGE - 20 to 24 years,6.6,0.36,0.18,2.73
Forsyth ,HC05_EST_VC07,2017,Female; Estimate; AGE - 20 to 24 years,12774,361.02,184.19,1.44
Forsyth ,HC06_EST_VC07,2017,Percent Female; Estimate; AGE - 20 to 24 years,6.5,0.24,0.12,1.85
Forsyth ,HC01_EST_VC08,2017,Total; Estimate; AGE - 25 to 29 years,25464,370.55,189.06,0.74
Forsyth ,HC02_EST_VC08,2017,Percent; Estimate; AGE - 25 to 29 years,6.8,0.12,0.06,0.88
Forsyth ,HC03_EST_VC08,2017,Male; Estimate; AGE - 25 to 29 years,12085,320.51,163.53,1.35
Forsyth ,HC04_EST_VC08,2017,Percent Male; Estimate; AGE - 25 to 29 years,6.7,0.12,0.06,0.9
Forsyth ,HC05_EST_VC08,2017,Female; Estimate; AGE - 25 to 29 years,13379,263.32,134.35,1
Forsyth ,HC06_EST_VC08,2017,Percent Female; Estimate; AGE - 25 to 29 years,6.8,0.12,0.06,0.88
Forsyth ,HC01_EST_VC09,2017,Total; Estimate; AGE - 30 to 34 years,23485,455.15,232.22,0.99
Forsyth ,HC02_EST_VC09,2017,Percent; Estimate; AGE - 30 to 34 years,6.2,0.12,0.06,0.97
Forsyth ,HC03_EST_VC09,2017,Male; Estimate; AGE - 30 to 34 years,11117,297.87,151.97,1.37
Forsyth ,HC04_EST_VC09,2017,Percent Male; Estimate; AGE - 30 to 34 years,6.2,0.12,0.06,0.97
Forsyth ,HC05_EST_VC09,2017,Female; Estimate; AGE - 30 to 34 years,12368,312.17,159.27,1.29
Forsyth ,HC06_EST_VC09,2017,Percent Female; Estimate; AGE - 30 to 34 years,6.3,0.12,0.06,0.95
Forsyth ,HC01_EST_VC10,2017,Total; Estimate; AGE - 35 to 39 years,22811,2249.53,1147.72,5.03
Forsyth ,HC02_EST_VC10,2017,Percent; Estimate; AGE - 35 to 39 years,6.1,0.6,0.31,5.08
Forsyth ,HC03_EST_VC10,2017,Male; Estimate; AGE - 35 to 39 years,10800,1515.57,773.25,7.16
Forsyth ,HC04_EST_VC10,2017,Percent Male; Estimate; AGE - 35 to 39 years,6,0.83,0.42,7
Forsyth ,HC05_EST_VC10,2017,Female; Estimate; AGE - 35 to 39 years,12011,1590.64,811.55,6.76
Forsyth ,HC06_EST_VC10,2017,Percent Female; Estimate; AGE - 35 to 39 years,6.1,0.83,0.42,6.89
Forsyth ,HC01_EST_VC11,2017,Total; Estimate; AGE - 40 to 44 years,23044,2123.23,1083.28,4.7
Forsyth ,HC02_EST_VC11,2017,Percent; Estimate; AGE - 40 to 44 years,6.1,0.6,0.31,5.08
Forsyth ,HC03_EST_VC11,2017,Male; Estimate; AGE - 40 to 44 years,11143,1456,742.86,6.67
Forsyth ,HC04_EST_VC11,2017,Percent Male; Estimate; AGE - 40 to 44 years,6.2,0.83,0.42,6.77
Forsyth ,HC05_EST_VC11,2017,Female; Estimate; AGE - 40 to 44 years,11901,1521.53,776.29,6.52
Forsyth ,HC06_EST_VC11,2017,Percent Female; Estimate; AGE - 40 to 44 years,6,0.71,0.36,6
Forsyth ,HC01_EST_VC12,2017,Total; Estimate; AGE - 45 to 49 years,25e3,714.89,364.74,1.46
Forsyth ,HC02_EST_VC12,2017,Percent; Estimate; AGE - 45 to 49 years,6.6,0.24,0.12,1.82
Forsyth ,HC03_EST_VC12,2017,Male; Estimate; AGE - 45 to 49 years,12068,337.19,172.04,1.43
Forsyth ,HC04_EST_VC12,2017,Percent Male; Estimate; AGE - 45 to 49 years,6.7,0.24,0.12,1.79
Forsyth ,HC05_EST_VC12,2017,Female; Estimate; AGE - 45 to 49 years,12932,561.19,286.32,2.21
Forsyth ,HC06_EST_VC12,2017,Percent Female; Estimate; AGE - 45 to 49 years,6.6,0.24,0.12,1.82
Forsyth ,HC01_EST_VC13,2017,Total; Estimate; AGE - 50 to 54 years,25215,632.68,322.8,1.28
Forsyth ,HC02_EST_VC13,2017,Percent; Estimate; AGE - 50 to 54 years,6.7,0.12,0.06,0.9
Forsyth ,HC03_EST_VC13,2017,Male; Estimate; AGE - 50 to 54 years,12023,203.74,103.95,0.86
Forsyth ,HC04_EST_VC13,2017,Percent Male; Estimate; AGE - 50 to 54 years,6.7,0.12,0.06,0.9
Forsyth ,HC05_EST_VC13,2017,Female; Estimate; AGE - 50 to 54 years,13192,587.4,299.69,2.27
Forsyth ,HC06_EST_VC13,2017,Percent Female; Estimate; AGE - 50 to 54 years,6.7,0.36,0.18,2.69
Forsyth ,HC01_EST_VC14,2017,Total; Estimate; AGE - 55 to 59 years,27915,2217.36,1131.31,4.05
Forsyth ,HC02_EST_VC14,2017,Percent; Estimate; AGE - 55 to 59 years,7.4,0.6,0.31,4.19
Forsyth ,HC03_EST_VC14,2017,Male; Estimate; AGE - 55 to 59 years,13506,1569.19,800.61,5.93
Forsyth ,HC04_EST_VC14,2017,Percent Male; Estimate; AGE - 55 to 59 years,7.5,0.83,0.42,5.6
Forsyth ,HC05_EST_VC14,2017,Female; Estimate; AGE - 55 to 59 years,14409,1364.26,696.05,4.83
Forsyth ,HC06_EST_VC14,2017,Percent Female; Estimate; AGE - 55 to 59 years,7.3,0.71,0.36,4.93
Forsyth ,HC01_EST_VC15,2017,Total; Estimate; AGE - 60 to 64 years,21582,2164.94,1104.56,5.12
Forsyth ,HC02_EST_VC15,2017,Percent; Estimate; AGE - 60 to 64 years,5.7,0.6,0.31,5.44
Forsyth ,HC03_EST_VC15,2017,Male; Estimate; AGE - 60 to 64 years,9389,1490.55,760.48,8.1
Forsyth ,HC04_EST_VC15,2017,Percent Male; Estimate; AGE - 60 to 64 years,5.2,0.83,0.42,8.08
Forsyth ,HC05_EST_VC15,2017,Female; Estimate; AGE - 60 to 64 years,12193,1352.34,689.97,5.66
Forsyth ,HC06_EST_VC15,2017,Percent Female; Estimate; AGE - 60 to 64 years,6.2,0.71,0.36,5.81
Forsyth ,HC01_EST_VC16,2017,Total; Estimate; AGE - 65 to 69 years,18705,1708.6,871.73,4.66
Forsyth ,HC02_EST_VC16,2017,Percent; Estimate; AGE - 65 to 69 years,5,0.48,0.24,4.8
Forsyth ,HC03_EST_VC16,2017,Male; Estimate; AGE - 65 to 69 years,8262,1079.49,550.76,6.67
Forsyth ,HC04_EST_VC16,2017,Percent Male; Estimate; AGE - 65 to 69 years,4.6,0.6,0.31,6.74
Forsyth ,HC05_EST_VC16,2017,Female; Estimate; AGE - 65 to 69 years,10443,1134.3,578.72,5.54
Forsyth ,HC06_EST_VC16,2017,Percent Female; Estimate; AGE - 65 to 69 years,5.3,0.6,0.31,5.85
Forsyth ,HC01_EST_VC17,2017,Total; Estimate; AGE - 70 to 74 years,15246,1659.74,846.81,5.55
Forsyth ,HC02_EST_VC17,2017,Percent; Estimate; AGE - 70 to 74 years,4.1,0.48,0.24,5.85
Forsyth ,HC03_EST_VC17,2017,Male; Estimate; AGE - 70 to 74 years,7033,1125.96,574.47,8.17
Forsyth ,HC04_EST_VC17,2017,Percent Male; Estimate; AGE - 70 to 74 years,3.9,0.6,0.31,7.95
Forsyth ,HC05_EST_VC17,2017,Female; Estimate; AGE - 70 to 74 years,8213,1047.32,534.35,6.51
Forsyth ,HC06_EST_VC17,2017,Percent Female; Estimate; AGE - 70 to 74 years,4.2,0.48,0.24,5.71
Forsyth ,HC01_EST_VC18,2017,Total; Estimate; AGE - 75 to 79 years,10804,1409.53,719.15,6.66
Forsyth ,HC02_EST_VC18,2017,Percent; Estimate; AGE - 75 to 79 years,2.9,0.36,0.18,6.21
Forsyth ,HC03_EST_VC18,2017,Male; Estimate; AGE - 75 to 79 years,4188,801.87,409.12,9.77
Forsyth ,HC04_EST_VC18,2017,Percent Male; Estimate; AGE - 75 to 79 years,2.3,0.48,0.24,10.43
Forsyth ,HC05_EST_VC18,2017,Female; Estimate; AGE - 75 to 79 years,6616,929.36,474.16,7.17
Forsyth ,HC06_EST_VC18,2017,Percent Female; Estimate; AGE - 75 to 79 years,3.4,0.48,0.24,7.06
Forsyth ,HC01_EST_VC19,2017,Total; Estimate; AGE - 80 to 84 years,6320,1098.55,560.48,8.87
Forsyth ,HC02_EST_VC19,2017,Percent; Estimate; AGE - 80 to 84 years,1.7,0.24,0.12,7.06
Forsyth ,HC03_EST_VC19,2017,Male; Estimate; AGE - 80 to 84 years,2641,772.09,393.92,14.92
Forsyth ,HC04_EST_VC19,2017,Percent Male; Estimate; AGE - 80 to 84 years,1.5,0.48,0.24,16
Forsyth ,HC05_EST_VC19,2017,Female; Estimate; AGE - 80 to 84 years,3679,841.19,429.18,11.67
Forsyth ,HC06_EST_VC19,2017,Percent Female; Estimate; AGE - 80 to 84 years,1.9,0.48,0.24,12.63
Forsyth ,HC01_EST_VC20,2017,Total; Estimate; AGE - 85 years and over,6902,1114.04,568.39,8.24
Forsyth ,HC02_EST_VC20,2017,Percent; Estimate; AGE - 85 years and over,1.8,0.24,0.12,6.67
Forsyth ,HC03_EST_VC20,2017,Male; Estimate; AGE - 85 years and over,2452,708.94,361.7,14.75
Forsyth ,HC04_EST_VC20,2017,Percent Male; Estimate; AGE - 85 years and over,1.4,0.36,0.18,12.86
Forsyth ,HC05_EST_VC20,2017,Female; Estimate; AGE - 85 years and over,4450,811.4,413.98,9.3
Forsyth ,HC06_EST_VC20,2017,Percent Female; Estimate; AGE - 85 years and over,2.3,0.36,0.18,7.83
Forsyth ,HC01_EST_VC23,2017,Total; Estimate; SELECTED AGE CATEGORIES - 5 to 14 years,49494,330.04,168.39,0.34
Forsyth ,HC02_EST_VC23,2017,Percent; Estimate; SELECTED AGE CATEGORIES - 5 to 14 years,13.2,0.12,0.06,0.45
Forsyth ,HC03_EST_VC23,2017,Male; Estimate; SELECTED AGE CATEGORIES - 5 to 14 years,25203,131.06,66.87,0.27
Forsyth ,HC04_EST_VC23,2017,Percent Male; Estimate; SELECTED AGE CATEGORIES - 5 to 14 years,14.1,0.12,0.06,0.43
Forsyth ,HC05_EST_VC23,2017,Female; Estimate; SELECTED AGE CATEGORIES - 5 to 14 years,24291,291.91,148.93,0.61
Forsyth ,HC06_EST_VC23,2017,Percent Female; Estimate; SELECTED AGE CATEGORIES - 5 to 14 years,12.3,0.12,0.06,0.49
Forsyth ,HC01_EST_VC24,2017,Total; Estimate; SELECTED AGE CATEGORIES - 15 to 17 years,15053,295.49,150.76,1
Forsyth ,HC02_EST_VC24,2017,Percent; Estimate; SELECTED AGE CATEGORIES - 15 to 17 years,4,0.12,0.06,1.5
Forsyth ,HC03_EST_VC24,2017,Male; Estimate; SELECTED AGE CATEGORIES - 15 to 17 years,7727,274.04,139.82,1.81
Forsyth ,HC04_EST_VC24,2017,Percent Male; Estimate; SELECTED AGE CATEGORIES - 15 to 17 years,4.3,0.12,0.06,1.4
Forsyth ,HC05_EST_VC24,2017,Female; Estimate; SELECTED AGE CATEGORIES - 15 to 17 years,7326,140.6,71.73,0.98
Forsyth ,HC06_EST_VC24,2017,Percent Female; Estimate; SELECTED AGE CATEGORIES - 15 to 17 years,3.7,0.12,0.06,1.62
Forsyth ,HC01_EST_VC25,2017,Total; Estimate; SELECTED AGE CATEGORIES - Under 18 years,87189,138.21,70.52,0.08
Forsyth ,HC02_EST_VC25,2017,Percent; Estimate; SELECTED AGE CATEGORIES - Under 18 years,23.2,0.12,0.06,0.26
Forsyth ,HC03_EST_VC25,2017,Male; Estimate; SELECTED AGE CATEGORIES - Under 18 years,44597,365.79,186.63,0.42
Forsyth ,HC04_EST_VC25,2017,Percent Male; Estimate; SELECTED AGE CATEGORIES - Under 18 years,24.9,0.12,0.06,0.24
Forsyth ,HC05_EST_VC25,2017,Female; Estimate; SELECTED AGE CATEGORIES - Under 18 years,42592,351.49,179.33,0.42
Forsyth ,HC06_EST_VC25,2017,Percent Female; Estimate; SELECTED AGE CATEGORIES - Under 18 years,21.6,0.12,0.06,0.28
Forsyth ,HC01_EST_VC26,2017,Total; Estimate; SELECTED AGE CATEGORIES - 18 to 24 years,36638,504,257.14,0.7
Forsyth ,HC02_EST_VC26,2017,Percent; Estimate; SELECTED AGE CATEGORIES - 18 to 24 years,9.7,0.12,0.06,0.62
Forsyth ,HC03_EST_VC26,2017,Male; Estimate; SELECTED AGE CATEGORIES - 18 to 24 years,17778,389.62,198.79,1.12
Forsyth ,HC04_EST_VC26,2017,Percent Male; Estimate; SELECTED AGE CATEGORIES - 18 to 24 years,9.9,0.24,0.12,1.21
Forsyth ,HC05_EST_VC26,2017,Female; Estimate; SELECTED AGE CATEGORIES - 18 to 24 years,18860,380.09,193.92,1.03
Forsyth ,HC06_EST_VC26,2017,Percent Female; Estimate; SELECTED AGE CATEGORIES - 18 to 24 years,9.6,0.24,0.12,1.25
Forsyth ,HC01_EST_VC27,2017,Total; Estimate; SELECTED AGE CATEGORIES - 15 to 44 years,146495,639.83,326.44,0.22
Forsyth ,HC02_EST_VC27,2017,Percent; Estimate; SELECTED AGE CATEGORIES - 15 to 44 years,38.9,0.12,0.06,0.15
Forsyth ,HC03_EST_VC27,2017,Male; Estimate; SELECTED AGE CATEGORIES - 15 to 44 years,70650,359.83,183.59,0.26
Forsyth ,HC04_EST_VC27,2017,Percent Male; Estimate; SELECTED AGE CATEGORIES - 15 to 44 years,39.5,0.24,0.12,0.3
Forsyth ,HC05_EST_VC27,2017,Female; Estimate; SELECTED AGE CATEGORIES - 15 to 44 years,75845,477.79,243.77,0.32
