name,label,concept,predicateType,group,limit,attributes,required
S0701PR_C03_045E,"Moved; from different municipio!!Estimate!!INDIVIDUAL INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$50,000 to $64,999",GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN PUERTO RICO,int,S0701PR,0,"S0701PR_C03_045M,S0701PR_C03_045EA",NA
S0505_C04_013E,Foreign born; Born in South Central Asia!!Estimate!!5 to 17 years,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,int,S0505,0,"S0505_C04_013M,S0505_C04_013EA",NA
S0504_C01_098E,Total!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Households!!With earnings,"SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: AFRICA, NORTHERN AMERICA, AND OCEANIA",int,S0504,0,"S0504_C01_098M,S0504_C01_098EA",NA
S2407_C02_006E,Employee of private company workers!!Estimate!!Retail trade,INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,int,S2407,0,"S2407_C02_006M,S2407_C02_006EA",NA
S0501_C04_053E,Foreign born; Naturalized citizen!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed!!Percent of civilian labor force,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,int,S0501,0,"S0501_C04_053M,S0501_C04_053EA",NA
S0701PR_C03_042E,"Moved; from different municipio!!Estimate!!INDIVIDUAL INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$15,000 to $24,999",GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN PUERTO RICO,int,S0701PR,0,"S0701PR_C03_042M,S0701PR_C03_042EA",NA
S0701_C02_029E,Moved; within same county!!Estimate!!MARITAL STATUS!!Population 15 years and over!!Never married,GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN THE UNITED STATES,int,S0701,0,"S0701_C02_029M,S0701_C02_029EA",NA
S0103PR_C01_057E,"Total!!Estimate!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Foreign born!!Entered 2010 or later",POPULATION 65 YEARS AND OVER IN PUERTO RICO,int,S0103PR,0,"S0103PR_C01_057M,S0103PR_C01_057EA",NA
S0601_C02_010E,Native; born in state of residence!!Estimate!!Median age (years),SELECTED CHARACTERISTICS OF THE TOTAL AND NATIVE POPULATIONS IN THE UNITED STATES,int,S0601,0,"S0601_C02_010M,S0601_C02_010EA",NA
S0505_C03_040E,Foreign born; Born in Eastern Asia!!Estimate!!MARITAL STATUS!!Population 15 years and over!!Widowed,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,int,S0505,0,"S0505_C03_040M,S0505_C03_040EA",NA
S0505_C04_012E,Foreign born; Born in South Central Asia!!Estimate!!Under 5 years,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,int,S0505,0,"S0505_C04_012M,S0505_C04_012EA",NA
S2407_C02_007E,"Employee of private company workers!!Estimate!!Transportation and warehousing, and utilities",INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,int,S2407,0,"S2407_C02_007M,S2407_C02_007EA",NA
S0504_C01_097E,Total!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Households,"SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: AFRICA, NORTHERN AMERICA, AND OCEANIA",int,S0504,0,"S0504_C01_097M,S0504_C01_097EA",NA
S0501_C04_054E,Foreign born; Naturalized citizen!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,int,S0501,0,"S0501_C04_054M,S0501_C04_054EA",NA
S0701PR_C03_043E,"Moved; from different municipio!!Estimate!!INDIVIDUAL INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$25,000 to $34,999",GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN PUERTO RICO,int,S0701PR,0,"S0701PR_C03_043M,S0701PR_C03_043EA",NA
S0103PR_C01_056E,"Total!!Estimate!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Foreign born",POPULATION 65 YEARS AND OVER IN PUERTO RICO,int,S0103PR,0,"S0103PR_C01_056M,S0103PR_C01_056EA",NA
S0601_C02_011E,Native; born in state of residence!!Estimate!!SEX!!Male,SELECTED CHARACTERISTICS OF THE TOTAL AND NATIVE POPULATIONS IN THE UNITED STATES,int,S0601,0,"S0601_C02_011M,S0601_C02_011EA",NA
S0505_C03_041E,Foreign born; Born in Eastern Asia!!Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,int,S0505,0,"S0505_C03_041M,S0505_C03_041EA",NA
S0505_C04_011E,Foreign born; Born in South Central Asia!!Estimate!!SEX AND AGE!!Female,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,int,S0505,0,"S0505_C04_011M,S0505_C04_011EA",NA
S0504_C01_092E,"Total!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$35,000 to $49,999","SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: AFRICA, NORTHERN AMERICA, AND OCEANIA",int,S0504,0,"S0504_C01_092M,S0504_C01_092EA",NA
S2407_C02_004E,Employee of private company workers!!Estimate!!Manufacturing,INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,int,S2407,0,"S2407_C02_004M,S2407_C02_004EA",NA
S0505_C04_018E,Foreign born; Born in South Central Asia!!Estimate!!65 to 74 years,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,int,S0505,0,"S0505_C04_018M,S0505_C04_018EA",NA
S0701PR_C03_048E,Moved; from different municipio!!Estimate!!Median income (dollars),GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN PUERTO RICO,int,S0701PR,0,"S0701PR_C03_048M,S0701PR_C03_048EA",NA
S2301_C04_011E,Unemployment rate!!Estimate!!AGE!!75 years and over,EMPLOYMENT STATUS,int,S2301,0,"S2301_C04_011M,S2301_C04_011EA",NA
S0701_C02_023E,"Moved; within same county!!Estimate!!White alone, not Hispanic or Latino",GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN THE UNITED STATES,int,S0701,0,"S0701_C02_023M,S0701_C02_023EA",NA
S0504_C01_091E,"Total!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$25,000 to $34,999","SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: AFRICA, NORTHERN AMERICA, AND OCEANIA",int,S0504,0,"S0504_C01_091M,S0504_C01_091EA",NA
S2407_C02_005E,Employee of private company workers!!Estimate!!Wholesale trade,INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,int,S2407,0,"S2407_C02_005M,S2407_C02_005EA",NA
S0505_C04_017E,Foreign born; Born in South Central Asia!!Estimate!!55 to 64 years,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,int,S0505,0,"S0505_C04_017M,S0505_C04_017EA",NA
S0701PR_C03_049E,Moved; from different municipio!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population 1 year and over for whom poverty status is determined,GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN PUERTO RICO,int,S0701PR,0,"S0701PR_C03_049M,S0701PR_C03_049EA",NA
S2301_C04_012E,Unemployment rate!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone,EMPLOYMENT STATUS,int,S2301,0,"S2301_C04_012M,S2301_C04_012EA",NA
S0701_C02_024E,Moved; within same county!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Native,GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN THE UNITED STATES,int,S0701,0,"S0701_C02_024M,S0701_C02_024EA",NA
S0504_C01_094E,"Total!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$75,000 or more","SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: AFRICA, NORTHERN AMERICA, AND OCEANIA",int,S0504,0,"S0504_C01_094M,S0504_C01_094EA",NA
S2407_C02_002E,"Employee of private company workers!!Estimate!!Agriculture, forestry, fishing and hunting, and mining",INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,int,S2407,0,"S2407_C02_002M,S2407_C02_002EA",NA
S0505_C04_016E,Foreign born; Born in South Central Asia!!Estimate!!45 to 54 years,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,int,S0505,0,"S0505_C04_016M,S0505_C04_016EA",NA
S0701PR_C03_046E,"Moved; from different municipio!!Estimate!!INDIVIDUAL INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$65,000 to $74,999",GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN PUERTO RICO,int,S0701PR,0,"S0701PR_C03_046M,S0701PR_C03_046EA",NA
S0701_C02_025E,Moved; within same county!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born,GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN THE UNITED STATES,int,S0701,0,"S0701_C02_025M,S0701_C02_025EA",NA
S0503_C03_139E,Foreign born; Born in Northern and Western Europe!!Estimate!!SELECTED CHARACTERISTICS!!Limited English Speaking Households,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: EUROPE,int,S0503,0,"S0503_C03_139M,S0503_C03_139EA",NA
S0504_C01_093E,"Total!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$50,000 to $74,999","SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: AFRICA, NORTHERN AMERICA, AND OCEANIA",int,S0504,0,"S0504_C01_093M,S0504_C01_093EA",NA
S0701_C02_026E,Moved; within same county!!Estimate!!NATIVITY AND CITIZENSHIP STATUS!!Foreign born!!Naturalized U.S. citizen,GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN THE UNITED STATES,int,S0701,0,"S0701_C02_026M,S0701_C02_026EA",NA
S0501_C04_050E,Foreign born; Naturalized citizen!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,int,S0501,0,"S0501_C04_050M,S0501_C04_050EA",NA
S2407_C02_003E,Employee of private company workers!!Estimate!!Construction,INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,int,S2407,0,"S2407_C02_003M,S2407_C02_003EA",NA
S0505_C04_015E,Foreign born; Born in South Central Asia!!Estimate!!25 to 44 years,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,int,S0505,0,"S0505_C04_015M,S0505_C04_015EA",NA
S2301_C04_010E,Unemployment rate!!Estimate!!AGE!!65 to 74 years,EMPLOYMENT STATUS,int,S2301,0,"S2301_C04_010M,S2301_C04_010EA",NA
S0701PR_C03_047E,"Moved; from different municipio!!Estimate!!INDIVIDUAL INCOME IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$75,000 or more",GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN PUERTO RICO,int,S0701PR,0,"S0701PR_C03_047M,S0701PR_C03_047EA",NA
S0501_C04_059E,Foreign born; Naturalized citizen!!Estimate!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Self-employed workers in own not incorporated business,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,int,S0501,0,"S0501_C04_059M,S0501_C04_059EA",NA
S2701_C04_001E,Uninsured!!Estimate!!Civilian noninstitutionalized population,SELECTED CHARACTERISTICS OF HEALTH INSURANCE COVERAGE IN THE UNITED STATES,int,S2701,0,"S2701_C04_001M,S2701_C04_001EA",NA
S0701_C02_020E,Moved; within same county!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race,GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN THE UNITED STATES,int,S0701,0,"S0701_C02_020M,S0701_C02_020EA",NA
S2701_C04_002E,Uninsured!!Estimate!!AGE!!Under 18 years,SELECTED CHARACTERISTICS OF HEALTH INSURANCE COVERAGE IN THE UNITED STATES,int,S2701,0,"S2701_C04_002M,S2701_C04_002EA",NA
S0503_C02_059E,Foreign born; Born in Europe!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: EUROPE,int,S0503,0,"S0503_C02_059M,S0503_C02_059EA",NA
S2407_C02_001E,Employee of private company workers!!Estimate!!Civilian employed population 16 years and over,INDUSTRY BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,int,S2407,0,"S2407_C02_001M,S2407_C02_001EA",NA
S0701_C02_021E,Moved; within same county!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races,GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN THE UNITED STATES,int,S0701,0,"S0701_C02_021M,S0701_C02_021EA",NA
S2701_C04_003E,Uninsured!!Estimate!!AGE!!Under 18 years!!Under 6 years,SELECTED CHARACTERISTICS OF HEALTH INSURANCE COVERAGE IN THE UNITED STATES,int,S2701,0,"S2701_C04_003M,S2701_C04_003EA",NA
S0505_C03_048E,Foreign born; Born in Eastern Asia!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency),SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,int,S0505,0,"S0505_C03_048M,S0505_C03_048EA",NA
S0504_C01_090E,"Total!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR FULL-TIME, YEAR-ROUND WORKERS!!Population 16 years and over with earnings!!$15,000 to $24,999","SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: AFRICA, NORTHERN AMERICA, AND OCEANIA",int,S0504,0,"S0504_C01_090M,S0504_C01_090EA",NA
S0505_C04_019E,Foreign born; Born in South Central Asia!!Estimate!!75 to 84 years,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,int,S0505,0,"S0505_C04_019M,S0505_C04_019EA",NA
S0701_C02_022E,Moved; within same county!!Estimate!!Hispanic or Latino origin (of any race),GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN THE UNITED STATES,int,S0701,0,"S0701_C02_022M,S0701_C02_022EA",NA
S2701_C04_004E,Uninsured!!Estimate!!AGE!!Under 18 years!!6 to 17 years,SELECTED CHARACTERISTICS OF HEALTH INSURANCE COVERAGE IN THE UNITED STATES,int,S2701,0,"S2701_C04_004M,S2701_C04_004EA",NA
S0505_C03_049E,Foreign born; Born in Eastern Asia!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,int,S0505,0,"S0505_C03_049M,S0505_C03_049EA",NA
S0501_C04_055E,Foreign born; Naturalized citizen!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!Not in labor force,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,int,S0501,0,"S0501_C04_055M,S0501_C04_055EA",NA
S1501_C04_048E,Percent Males!!Estimate!!Some other race alone!!Bachelor's degree or higher,EDUCATIONAL ATTAINMENT,int,S1501,0,"S1501_C04_048M,S1501_C04_048EA",NA
S0505_C03_046E,Foreign born; Born in Eastern Asia!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,int,S0505,0,"S0505_C03_046M,S0505_C03_046EA",NA
S0503_C02_056E,Foreign born; Born in Europe!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: EUROPE,int,S0503,0,"S0503_C02_056M,S0503_C02_056EA",NA
S0501_C04_056E,Foreign born; Naturalized citizen!!Estimate!!Civilian employed population 16 years and over,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,int,S0501,0,"S0501_C04_056M,S0501_C04_056EA",NA
S0505_C03_047E,Foreign born; Born in Eastern Asia!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,int,S0505,0,"S0505_C03_047M,S0505_C03_047EA",NA
S1501_C04_047E,Percent Males!!Estimate!!Some other race alone!!High school graduate or higher,EDUCATIONAL ATTAINMENT,int,S1501,0,"S1501_C04_047M,S1501_C04_047EA",NA
S0503_C02_055E,"Foreign born; Born in Europe!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English!!Speak English less than ""very well""",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: EUROPE,int,S0503,0,"S0503_C02_055M,S0503_C02_055EA",NA
S0505_C03_044E,Foreign born; Born in Eastern Asia!!Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12),SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,int,S0505,0,"S0505_C03_044M,S0505_C03_044EA",NA
S0501_C04_057E,Foreign born; Naturalized citizen!!Estimate!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Private wage and salary workers,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,int,S0501,0,"S0501_C04_057M,S0501_C04_057EA",NA
S0503_C02_058E,Foreign born; Born in Europe!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: EUROPE,int,S0503,0,"S0503_C02_058M,S0503_C02_058EA",NA
S1501_C04_049E,Percent Males!!Estimate!!Two or more races,EDUCATIONAL ATTAINMENT,int,S1501,0,"S1501_C04_049M,S1501_C04_049EA",NA
S0505_C03_045E,Foreign born; Born in Eastern Asia!!Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: ASIA,int,S0505,0,"S0505_C03_045M,S0505_C03_045EA",NA
S0501_C04_058E,Foreign born; Naturalized citizen!!Estimate!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Government workers,SELECTED CHARACTERISTICS OF THE NATIVE AND FOREIGN-BORN POPULATIONS,int,S0501,0,"S0501_C04_058M,S0501_C04_058EA",NA
S0503_C02_057E,Foreign born; Born in Europe!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: EUROPE,int,S0503,0,"S0503_C02_057M,S0503_C02_057EA",NA
S0103PR_C01_053E,Total!!Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Elsewhere,POPULATION 65 YEARS AND OVER IN PUERTO RICO,int,S0103PR,0,"S0103PR_C01_053M,S0103PR_C01_053EA",NA
S0504_C01_030E,Total!!Estimate!!Hispanic or Latino origin (of any race),"SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH: AFRICA, NORTHERN AMERICA, AND OCEANIA",int,S0504,0,"S0504_C01_030M,S0504_C01_030EA",NA
S1401_C04_029E,Percent in public school!!Estimate!!Population 18 to 24 years,SCHOOL ENROLLMENT,int,S1401,0,"S1401_C04_029M,S1401_C04_029EA",NA
S1702_C04_042E,Married-couple families!!Percent below poverty level!!Estimate!!TENURE!!Renter Occupied,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES,int,S1702,0,"S1702_C04_042M,S1702_C04_042EA",NA
S2002_C01_004E,Median earnings (dollars)!!Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) OF WORKERS BY SEX AND WOMEN'S EARNINGS AS A PERCENTAGE OF MEN'S EARNINGS BY SELECTED CHARACTERISTICS,int,S2002,0,"S2002_C01_004M,S2002_C01_004EA",NA
S0103PR_C01_052E,Total!!Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in Puerto Rico or the United States!!In the United States,POPULATION 65 YEARS AND OVER IN PUERTO RICO,int,S0103PR,0,"S0103PR_C01_052M,S0103PR_C01_052EA",NA
S1401_C04_028E,Percent in public school!!Estimate!!Population 35 years and over!!35 years and over enrolled in school,SCHOOL ENROLLMENT,int,S1401,0,"S1401_C04_028M,S1401_C04_028EA",NA
S1702_C04_043E,Married-couple families!!Percent below poverty level!!Estimate!!ALL FAMILIES WITH INCOME BELOW THE FOLLOWING POVERTY RATIOS!!50 percent of poverty level,POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES,int,S1702,0,"S1702_C04_043M,S1702_C04_043EA",NA
S2002_C01_005E,Median earnings (dollars)!!Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) OF WORKERS BY SEX AND WOMEN'S EARNINGS AS A PERCENTAGE OF MEN'S EARNINGS BY SELECTED CHARACTERISTICS,int,S2002,0,"S2002_C01_005M,S2002_C01_005EA",NA
S0701_C02_019E,Moved; within same county!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander,GEOGRAPHIC MOBILITY BY SELECTED CHARACTERISTICS IN THE UNITED STATES,int,S0701,0,"S0701_C02_019M,S0701_C02_019EA",NA
S0103PR_C01_055E,"Total!!Estimate!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population!!Native",POPULATION 65 YEARS AND OVER IN PUERTO RICO,int,S0103PR,0,"S0103PR_C01_055M,S0103PR_C01_055EA",NA
S2002_C01_006E,Median earnings (dollars)!!Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) OF WORKERS BY SEX AND WOMEN'S EARNINGS AS A PERCENTAGE OF MEN'S EARNINGS BY SELECTED CHARACTERISTICS,int,S2002,0,"S2002_C01_006M,S2002_C01_006EA",NA
S1401_C04_027E,Percent in public school!!Estimate!!Population 35 years and over,SCHOOL ENROLLMENT,int,S1401,0,"S1401_C04_027M,S1401_C04_027EA",NA
S1702_C04_040E,Married-couple families!!Percent below poverty level!!Estimate!!INCOME DEFICIT!!Mean income deficit for families (dollars),POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES,int,S1702,0,"S1702_C04_040M,S1702_C04_040EA",NA
S0103PR_C01_054E,"Total!!Estimate!!PLACE OF BIRTH, NATIVITY AND CITIZENSHIP STATUS, AND YEAR OF ENTRY!!Total population",POPULATION 65 YEARS AND OVER IN PUERTO RICO,int,S0103PR,0,"S0103PR_C01_054M,S0103PR_C01_054EA",NA
