geo_description,label,year,description,estimate,moe,se,cv,file
"Forsyth County, NC",HD01_VD01,2007,Estimate; Total:,87533,3349.28,1708.82,1.95,African American
"Forsyth County, NC",HD01_VD14,NA,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - 5 to 17 years only",621,513.53,262.01,42.19,African American
"Forsyth County, NC",HD01_VD15,NA,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - No related children under 18 years",151,190.64,97.27,64.42,African American
"Forsyth County, NC",HD01_VD16,NA,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present:",6651,1522.72,776.9,11.68,African American
"Forsyth County, NC",HD01_VD17,NA,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years:",5709,1463.15,746.51,13.08,African American
"Forsyth County, NC",HD01_VD18,NA,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years only",1250,660.09,336.78,26.94,African American
"Forsyth County, NC",HD01_VD19,NA,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years and 5 to 17 years",1306,695.83,355.02,27.18,African American
"Forsyth County, NC",HD01_VD20,NA,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - 5 to 17 years only",3153,1121.19,572.04,18.14,African American
"Forsyth County, NC",HD01_VD21,NA,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - No related children under 18 years",942,432.51,220.67,23.43,African American
"Forsyth County, NC",HD01_VD22,NA,Estimate; Income in the past 12 months at or above poverty level:,76988,3556.6,1814.59,2.36,African American
"Forsyth County, NC",HD01_VD23,NA,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family:,59328,3277.79,1672.34,2.82,African American
"Forsyth County, NC",HD01_VD24,NA,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - With related children under 18 years:,24747,2213.79,1129.48,4.56,African American
"Forsyth County, NC",HD01_VD25,NA,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - With related children under 18 years: - Under 5 years only,4145,1149.79,586.63,14.15,African American
"Forsyth County, NC",HD01_VD26,NA,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - With related children under 18 years: - Under 5 years and 5 to 17 years,5321,1531.06,781.15,14.68,African American
"Forsyth County, NC",HD01_VD27,NA,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - With related children under 18 years: - 5 to 17 years only,15281,1856.34,947.11,6.2,African American
"Forsyth County, NC",HD01_VD28,NA,Estimate; Income in the past 12 months at or above poverty level: - Married-couple family: - No related children under 18 years,34581,2604.6,1328.88,3.84,African American
"Forsyth County, NC",HD01_VD29,NA,Estimate; Income in the past 12 months at or above poverty level: - Other family:,17660,2167.32,1105.78,6.26,African American
"Forsyth County, NC",HD01_VD30,NA,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present:",4418,1369.02,698.48,15.81,African American
"Forsyth County, NC",HD01_VD31,NA,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years:",2923,1205.79,615.2,21.05,African American
"Forsyth County, NC",HD01_VD32,NA,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - Under 5 years only",596,579.06,295.44,49.57,African American
"Forsyth County, NC",HD01_VD33,NA,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - Under 5 years and 5 to 17 years",230,397.96,203.04,88.28,African American
"Forsyth County, NC",HD01_VD34,NA,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - 5 to 17 years only",2097,954.38,486.93,23.22,African American
"Forsyth County, NC",HD01_VD35,NA,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Male householder, no wife present: - No related children under 18 years",1495,534.98,272.95,18.26,African American
"Forsyth County, NC",HD01_VD36,NA,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present:",13242,1838.47,937.99,7.08,African American
"Forsyth County, NC",HD01_VD37,NA,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years:",7880,1456,742.86,9.43,African American
"Forsyth County, NC",HD01_VD38,NA,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years only",1279,729.19,372.04,29.09,African American
"Forsyth County, NC",HD01_VD39,NA,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - Under 5 years and 5 to 17 years",1051,681.53,347.72,33.08,African American
"Forsyth County, NC",HD01_VD40,NA,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years: - 5 to 17 years only",5550,1164.09,593.92,10.7,African American
"Forsyth County, NC",HD01_VD41,NA,"Estimate; Income in the past 12 months at or above poverty level: - Other family: - Female householder, no husband present: - No related children under 18 years",5362,1114.04,568.39,10.6,African American
"Forsyth County, NC",HD01_VD01,NA,Estimate; Total:,21531,1608.51,820.67,3.81,African American
"Forsyth County, NC",HD01_VD02,NA,Estimate; Income in the past 12 months below poverty level:,4447,1262.98,644.38,14.49,African American
"Forsyth County, NC",HD01_VD03,NA,Estimate; Income in the past 12 months below poverty level: - Married-couple family:,1023,714.89,364.74,35.65,African American
"Forsyth County, NC",HD01_VD04,NA,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - With related children under 18 years:,769,611.23,311.85,40.55,African American
"Forsyth County, NC",HD01_VD05,NA,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - With related children under 18 years: - Under 5 years only,0,235.91,120.36,Inf,African American
"Forsyth County, NC",HD01_VD06,NA,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - With related children under 18 years: - Under 5 years and 5 to 17 years,257,228.77,116.72,45.42,African American
"Forsyth County, NC",HD01_VD07,NA,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - With related children under 18 years: - 5 to 17 years only,512,565.96,288.76,56.4,African American
"Forsyth County, NC",HD01_VD08,NA,Estimate; Income in the past 12 months below poverty level: - Married-couple family: - No related children under 18 years,254,347.91,177.51,69.89,African American
"Forsyth County, NC",HD01_VD09,NA,Estimate; Income in the past 12 months below poverty level: - Other family:,3424,999.66,510.03,14.9,African American
"Forsyth County, NC",HD01_VD10,NA,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present:",410,327.66,167.17,40.77,African American
"Forsyth County, NC",HD01_VD11,NA,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years:",299,271.66,138.6,46.35,African American
"Forsyth County, NC",HD01_VD12,NA,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - Under 5 years only",35,72.68,37.08,105.94,African American
"Forsyth County, NC",HD01_VD13,NA,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - Under 5 years and 5 to 17 years",0,235.91,120.36,Inf,African American
"Forsyth County, NC",HD01_VD14,NA,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - With related children under 18 years: - 5 to 17 years only",264,276.43,141.04,53.42,African American
"Forsyth County, NC",HD01_VD15,NA,"Estimate; Income in the past 12 months below poverty level: - Other family: - Male householder, no wife present: - No related children under 18 years",111,175.15,89.36,80.5,African American
"Forsyth County, NC",HD01_VD16,NA,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present:",3014,903.15,460.79,15.29,African American
"Forsyth County, NC",HD01_VD17,NA,"Estimate; Income in the past 12 months below poverty level: - Other family: - Female householder, no husband present: - With related children under 18 years:",2373,825.7,421.28,17.75,African American
