notes,county,gender,ethnicity,race,age,population,year
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,White,10-14 years,5995,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,White,15-19 years,6410,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,White,20-24 years,5922,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,White,25-29 years,6147,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,White,30-34 years,6038,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,White,35-39 years,5728,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,White,40-44 years,6852,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,White,45-49 years,7426,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,White,50-54 years,8251,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,White,55-59 years,7894,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,White,60-64 years,6952,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,White,65-69 years,5772,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,White,70-74 years,4026,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,White,75-79 years,3005,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,White,80-84 years,2161,2013
NA,"Forsyth County, NC",Male,Not Hispanic or Latino,White,85+ years,1883,2013
Total,"Forsyth County, NC",Male,Not Hispanic or Latino,White,NA,101305,2013
Total,"Forsyth County, NC",Male,Not Hispanic or Latino,NA,NA,148631,2013
Total,"Forsyth County, NC",Male,NA,NA,NA,171222,2013
Total,"Forsyth County, NC",NA,NA,NA,NA,361000,2013
Total,NA,NA,NA,NA,NA,361000,2013
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,< 1 year,29,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,1-4 years,118,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,5-9 years,140,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,10-14 years,131,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,15-19 years,94,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,20-24 years,79,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,25-29 years,65,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,30-34 years,92,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,35-39 years,100,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,40-44 years,75,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,45-49 years,36,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,50-54 years,46,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,55-59 years,24,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,60-64 years,18,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,65-69 years,12,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,70-74 years,6,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,75-79 years,3,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,80-84 years,1,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,85+ years,1,2014
Total,"Forsyth County, NC",Female,Hispanic or Latino,American Indian or Alaska Native,NA,1070,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,< 1 year,26,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,1-4 years,97,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,5-9 years,38,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,10-14 years,35,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,15-19 years,21,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,20-24 years,15,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,25-29 years,19,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,30-34 years,21,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,35-39 years,18,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,40-44 years,17,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,45-49 years,15,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,50-54 years,11,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,55-59 years,5,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,60-64 years,10,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,65-69 years,3,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,70-74 years,1,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,75-79 years,1,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,80-84 years,3,2014
Total,"Forsyth County, NC",Female,Hispanic or Latino,Asian or Pacific Islander,NA,356,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,< 1 year,93,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,1-4 years,386,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,5-9 years,475,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,10-14 years,398,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,15-19 years,254,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,20-24 years,219,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,25-29 years,266,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,30-34 years,302,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,35-39 years,227,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,40-44 years,217,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,45-49 years,135,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,50-54 years,89,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,55-59 years,59,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,60-64 years,39,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,65-69 years,18,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,70-74 years,18,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,75-79 years,8,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,80-84 years,3,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,85+ years,5,2014
Total,"Forsyth County, NC",Female,Hispanic or Latino,Black or African American,NA,3211,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,< 1 year,357,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,1-4 years,1738,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,5-9 years,2343,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,10-14 years,2044,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,15-19 years,1549,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,20-24 years,1305,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,25-29 years,1161,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,30-34 years,1489,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,35-39 years,1467,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,40-44 years,1196,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,45-49 years,812,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,50-54 years,705,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,55-59 years,463,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,60-64 years,318,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,65-69 years,196,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,70-74 years,143,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,75-79 years,70,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,80-84 years,68,2014
NA,"Forsyth County, NC",Female,Hispanic or Latino,White,85+ years,52,2014
Total,"Forsyth County, NC",Female,Hispanic or Latino,White,NA,17476,2014
Total,"Forsyth County, NC",Female,Hispanic or Latino,NA,NA,22113,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,< 1 year,3,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,1-4 years,23,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,5-9 years,37,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,10-14 years,46,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,15-19 years,67,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,20-24 years,37,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,25-29 years,44,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,30-34 years,46,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,35-39 years,41,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,40-44 years,44,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,45-49 years,45,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,50-54 years,41,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,55-59 years,44,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,60-64 years,42,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,65-69 years,32,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,70-74 years,11,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,75-79 years,4,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,80-84 years,5,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,85+ years,4,2014
Total,"Forsyth County, NC",Female,Not Hispanic or Latino,American Indian or Alaska Native,NA,616,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,< 1 year,47,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,1-4 years,198,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,5-9 years,362,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,10-14 years,355,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,15-19 years,395,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,20-24 years,346,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,25-29 years,355,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,30-34 years,454,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,35-39 years,454,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,40-44 years,400,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,45-49 years,286,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,50-54 years,283,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,55-59 years,225,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,60-64 years,195,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,65-69 years,141,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,70-74 years,84,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,75-79 years,40,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,80-84 years,36,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,85+ years,27,2014
Total,"Forsyth County, NC",Female,Not Hispanic or Latino,Asian or Pacific Islander,NA,4683,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,< 1 year,669,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,1-4 years,2627,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,5-9 years,3370,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,10-14 years,3382,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,15-19 years,4132,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,20-24 years,4655,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,25-29 years,3832,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,30-34 years,3212,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,35-39 years,3170,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,40-44 years,3694,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,45-49 years,3568,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,50-54 years,3775,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,55-59 years,3448,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,60-64 years,2901,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,65-69 years,2287,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,70-74 years,1423,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,75-79 years,983,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,80-84 years,712,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,85+ years,724,2014
Total,"Forsyth County, NC",Female,Not Hispanic or Latino,Black or African American,NA,52564,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,< 1 year,993,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,1-4 years,3881,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,5-9 years,5170,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,10-14 years,5829,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,15-19 years,6233,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,20-24 years,6505,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,25-29 years,6949,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,30-34 years,6324,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,35-39 years,6023,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,40-44 years,6951,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,45-49 years,7616,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,50-54 years,9020,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,55-59 years,8912,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,60-64 years,8069,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,65-69 years,7035,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,70-74 years,5207,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,75-79 years,4014,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,80-84 years,3286,2014
NA,"Forsyth County, NC",Female,Not Hispanic or Latino,White,85+ years,3824,2014
Total,"Forsyth County, NC",Female,Not Hispanic or Latino,White,NA,111841,2014
Total,"Forsyth County, NC",Female,Not Hispanic or Latino,NA,NA,169704,2014
Total,"Forsyth County, NC",Female,NA,NA,NA,191817,2014
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,< 1 year,31,2014
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,1-4 years,101,2014
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,5-9 years,147,2014
NA,"Forsyth County, NC",Male,Hispanic or Latino,American Indian or Alaska Native,10-14 years,122,2014
